11283.32138,11288.22842,9960.593874,7005.812081,5230.351854,4855.917721,73216.79084,1770.759238,1442.980966,1004.895555,0,29.84590219,629.198379,1764.192986,2443.607914,2881.615975,3628.587225,3649.496255,5026.443294,7194.210896,13160.54769,32901.429,34323.29916,39085.9147,43002.13268,35825.23044,2878.622978,15245.54157,16045.97701,16050.31908
11309.76903,11314.65405,9986.95348,7032.593917,5258.243126,4884.477022,73191.30828,1768.25196,1443.033989,1005.586222,29.84590219,0,633.6918183,1759.302929,2439.079969,2877.797037,3622.61934,3643.167289,5019.555464,7190.258581,13160.06675,32898.78289,34320.58899,39088.17001,43003.74095,35828.49097,2904.142264,15253.59684,16054.57064,16058.85989
10934.94537,10939.00032,9610.470298,6678.583428,4963.816392,4633.110692,73611.69364,2399.669785,2069.070217,1630.516121,629.198379,633.6918183,0,1178.049306,1848.524115,2279.550866,3040.932895,3064.869903,4443.989857,6588.60602,12538.27898,32287.26389,33709.41812,38457.59625,42374.68919,35196.1437,2533.19063,14623.19271,15425.50513,15429.65143
10876.52476,10878.59807,9560.643313,6726.171899,5191.092503,4959.456293,73880.39996,3503.863873,3194.109052,2760.417836,1764.192986,1759.302929,1178.049306,0,680.0906595,1120.964508,1866.196414,1888.717351,3267.609917,5431.710843,11420.96879,31143.7627,32565.2897,37378.29243,41284.9016,34134.24497,2771.16714,13674.50087,14489.93806,14492.66092
10757.43772,10758.36209,9454.391664,6704.0413,5299.465795,5128.771358,74178.25772,4182.109913,3873.961284,3440.494252,2443.607914,2439.079969,1848.524115,680.0906595,0,442.9607906,1193.216223,1218.834024,2597.045013,4751.621813,10746.71595,30464.1218,31885.58905,36713.03111,40616.43418,33474.68453,2985.839612,13064.96982,13885.77961,13887.84628
10647.96288,10648.14081,9356.299714,6671.451165,5361.39272,5231.24765,74422.75401,4624.412314,4314.90711,3880.680313,2881.615975,2877.797037,2279.550866,1120.964508,442.9607906,0,782.3025456,814.9890271,2179.863547,4312.599806,10303.78029,30022.89983,31444.46791,36271.74136,40174.33162,33035.1724,3148.024687,12649.18439,13472.67028,13474.38843
10866.35621,10865.23349,9599.90576,7038.24206,5872.932126,5794.039878,74512.49267,5346.69178,5047.982809,4618.229415,3628.587225,3622.61934,3040.932895,1866.196414,1193.216223,782.3025456,0,49.50170408,1403.88121,3583.751054,9619.91915,29300.29299,30721.02932,35613.42435,39505.41272,32393.94337,3799.581494,12138.30823,12971.25084,12971.61
10912.34145,10911.18738,9646.553703,7087.116301,5922.325122,5842.965638,74478.65413,5363.056412,5066.056258,4637.152,3649.496255,3643.167289,3064.869903,1888.717351,1218.834024,814.9890271,49.50170408,0,1379.126022,3570.002785,9611.608554,29285.72888,30706.31914,35607.47894,39498.16907,32389.98231,3846.181982,12147.5427,12981.18922,12981.43637
11174.9371,11171.51625,9970.146196,7669.487785,6771.197337,6776.941736,74911.07916,6726.913736,6436.039057,6009.727048,5026.443294,5019.555464,4443.989857,3267.609917,2597.045013,2179.863547,1403.88121,1379.126022,0,2251.009247,8325.254766,27938.50122,29358.08455,34335.1137,38211.53916,31141.04499,4966.491544,11126.19545,11971.30328,11969.29656
11125.13143,11118.10309,10064.18557,8296.149268,7870.951848,8009.749569,76386.25454,8928.319915,8624.840297,8192.04999,7194.210896,7190.258581,6588.60602,5431.710843,4751.621813,4312.599806,3583.751054,3570.002785,2251.009247,0,6074.99356,25716.80568,27137.69987,32085.05415,35960.53086,28896.25987,6589.361834,9097.321424,9949.505813,9944.80605
12933.68895,12919.38644,12381.35173,11983.58637,12395.56115,12714.66808,80674.95866,14921.91266,14603.09541,14165.40586,13160.54769,13160.06675,12538.27898,11420.96879,10746.71595,10303.78029,9619.91915,9611.608554,8325.254766,6074.99356,0,19797.59463,21221.26704,26010.06066,29889.07731,22829.77373,11964.23721,4588.69203,5315.562437,5296.171095
30419.03204,30400.8653,30441.57022,31070.7432,31877.38733,32258.53953,92597.70637,34644.50507,34337.80461,33903.13294,32901.429,32898.78289,32287.26389,31143.7627,30464.1218,30022.89983,29300.29299,29285.72888,27938.50122,25716.80568,19797.59463,0,1423.681514,8541.733624,11437.78602,7398.367572,31732.14612,19406.03214,18962.73904,18940.34613
31782.64452,31764.42527,31821.36019,32476.95174,33293.27164,33675.89671,93554.16739,36065.66247,35759.37123,35324.82834,34323.29916,34320.58899,33709.41812,32565.2897,31885.58905,31444.46791,30721.02932,30706.31914,29358.08455,27137.69987,21221.26704,1423.681514,0,7735.674263,10308.71329,7174.919383,33155.21849,20794.73134,20339.06834,20317.04793
34470.31039,34451.68616,34793.61915,36032.9844,37159.69332,37599.51878,101125.9842,40856.42188,40525.80197,40087.39219,39085.9147,39088.17001,38457.59625,37378.29243,36713.03111,36271.74136,35613.42435,35607.47894,34335.1137,32085.05415,26010.06066,8541.733624,7735.674263,0,4015.909041,3497.284348,37479.00957,24319.42127,23663.58151,23649.06684
38482.23915,38463.6161,38809.3497,40040.98681,41154.98473,41591.98354,103781.423,44771.60252,44443.70027,44005.14974,43002.13268,43003.74095,42374.68919,41284.9016,40616.43418,40174.33162,39505.41272,39498.16907,38211.53916,35960.53086,29889.07731,11437.78602,10308.71329,4015.909041,0,7499.954841,41441.37825,28313.98672,27666.02314,27651.17081
30983.10349,30964.48146,31319.43111,32601.86218,33760.20961,34206.05151,99226.85562,37595.7588,37261.21369,36823.4028,35825.23044,35828.49097,35196.1437,34134.24497,33474.68453,33035.1724,32393.94337,32389.98231,31141.04499,28896.25987,22829.77373,7398.367572,7174.919383,3497.284348,7499.954841,0,34143.51067,20929.75234,20254.23831,20240.66876
8412.956212,8417.465267,7089.008091,4146.841457,2456.225865,2189.664059,76095.41357,4184.88865,3841.400794,3502.657357,2878.622978,2904.142264,2533.19063,2771.16714,2985.839612,3148.024687,3799.581494,3846.181982,4966.491544,6589.361834,11964.23721,31732.14612,33155.21849,37479.00957,41441.37825,34143.51067,0,13286.32761,14036.68681,14045.05367
11136.52575,11118.97544,11051.68505,11789.58675,12841.02319,13280.29581,85000.25053,16990.6967,16642.86601,16213.51288,15245.54157,15253.59684,14623.19271,13674.50087,13064.96982,12649.18439,12138.30823,12147.5427,11126.19545,9097.321424,4588.69203,19406.03214,20794.73134,24319.42127,28313.98672,20929.75234,13286.32761,0,852.9267857,847.5158207
11479.08582,11461.14653,11483.35636,12386.72682,13506.79351,13956.08399,85823.44552,17785.33934,17436.35919,17008.72967,16045.97701,16054.57064,15425.50513,14489.93806,13885.77961,13472.67028,12971.25084,12981.18922,11971.30328,9949.505813,5315.562437,18962.73904,20339.06834,23663.58151,27666.02314,20254.23831,14036.68681,852.9267857,0,29.96576908
11503.01936,11485.08796,11505.05638,12402.96037,13520.0256,13968.8319,85810.08251,17790.26044,17441.38208,17013.58625,16050.31908,16058.85989,15429.65143,14492.66092,13887.84628,13474.38843,12971.61,12981.43637,11969.29656,9944.80605,5296.171095,18940.34613,20317.04793,23649.06684,27651.17081,20240.66876,14045.05367,847.5158207,29.96576908,0
